fault,set,kind,aircraft,test_case,n_matched,n_cand,n_missing,structural,propagated,es1_max,es1_output,es_max,observable,n_observable_outputs,n_flag_05,min_p
B2_atmosphere_high_altitude_61f1e8c3,heldout,cpp,737,bank_hold,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,5.0,0.0081983603279344
B2_load_factor_sign_c3fa7d22,heldout,cpp,737,bank_hold,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,5.0,0.0081983603279344
B2_propeller_inflow_angle_82cc3893,heldout,cpp,737,bank_hold,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,5.0,0.0081983603279344
B2_atmosphere_gradient_fadeout_05b709c8,heldout,cpp,737,bank_hold,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,5.0,0.0081983603279344
B_elevator_drag_8819410c,development,model,737,flap_extend,10,10,0,False,True,0.0523660302991458,velocities/q-rad_sec,0.0322706756727617,False,0.0,4.0,0.003999200159968
B_ground_effect_9c058118,development,model,737,flap_extend,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.310737852429514
B_pqrdot_5ad2694c,development,cpp,737,flap_extend,10,10,0,False,True,0.4811056520647275,accelerations/pdot-rad_sec2,0.5192465526871186,False,0.0,1.0,0.0127974405118976
B_turbine_windmill_2db8e408,development,cpp,737,flap_extend,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.310737852429514
B2_turbine_throttle_init_c8af9244,heldout,cpp,737,flap_extend,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.310737852429514
B2_turbine_thruster_inputs_20066483,heldout,cpp,737,flap_extend,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.310737852429514
B2_wheel_spin_down_8a9fba1c,heldout,cpp,737,flap_extend,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.310737852429514
B2_sensor_fail_stuck_f543d634,heldout,cpp,737,flap_extend,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.310737852429514
B2_atmosphere_high_altitude_61f1e8c3,heldout,cpp,737,flap_extend,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.310737852429514
B2_load_factor_sign_c3fa7d22,heldout,cpp,737,flap_extend,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.310737852429514
B2_propeller_inflow_angle_82cc3893,heldout,cpp,737,flap_extend,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.310737852429514
B2_atmosphere_gradient_fadeout_05b709c8,heldout,cpp,737,flap_extend,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.310737852429514
B_elevator_drag_8819410c,development,model,737,engine_cut,10,10,0,False,True,1.3628123434279469,attitude/psi-rad,2.010769257510675,True,7.0,20.0,0.0001999600079984
B_ground_effect_9c058118,development,model,737,engine_cut,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2049590081983603
B_pqrdot_5ad2694c,development,cpp,737,engine_cut,10,10,0,False,True,0.0302852448251889,accelerations/qdot-rad_sec2,0.031482007334041,False,0.0,0.0,0.2049590081983603
B_turbine_windmill_2db8e408,development,cpp,737,engine_cut,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2049590081983603
B2_turbine_throttle_init_c8af9244,heldout,cpp,737,engine_cut,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2049590081983603
B2_turbine_thruster_inputs_20066483,heldout,cpp,737,engine_cut,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2049590081983603
B2_wheel_spin_down_8a9fba1c,heldout,cpp,737,engine_cut,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2049590081983603
B2_sensor_fail_stuck_f543d634,heldout,cpp,737,engine_cut,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2049590081983603
B2_atmosphere_high_altitude_61f1e8c3,heldout,cpp,737,engine_cut,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2049590081983603
B2_load_factor_sign_c3fa7d22,heldout,cpp,737,engine_cut,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2049590081983603
B2_propeller_inflow_angle_82cc3893,heldout,cpp,737,engine_cut,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2049590081983603
B2_atmosphere_gradient_fadeout_05b709c8,heldout,cpp,737,engine_cut,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2049590081983603
B_elevator_drag_8819410c,development,model,737,climbing_turn,10,10,0,False,True,1.0443183060730066,accelerations/udot-ft_sec2,1.0282803917483605,True,1.0,9.0,0.0001999600079984
B_ground_effect_9c058118,development,model,737,climbing_turn,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.0393921215756848
B_pqrdot_5ad2694c,development,cpp,737,climbing_turn,10,10,0,False,True,0.0056269594951389,accelerations/rdot-rad_sec2,0.005531702871578,False,0.0,1.0,0.0397920415916816
B_turbine_windmill_2db8e408,development,cpp,737,climbing_turn,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.0393921215756848
B2_turbine_throttle_init_c8af9244,heldout,cpp,737,climbing_turn,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.0393921215756848
B2_turbine_thruster_inputs_20066483,heldout,cpp,737,climbing_turn,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.0393921215756848
B2_wheel_spin_down_8a9fba1c,heldout,cpp,737,climbing_turn,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.0393921215756848
B2_sensor_fail_stuck_f543d634,heldout,cpp,737,climbing_turn,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.0393921215756848
B2_atmosphere_high_altitude_61f1e8c3,heldout,cpp,737,climbing_turn,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.0393921215756848
B2_load_factor_sign_c3fa7d22,heldout,cpp,737,climbing_turn,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.0393921215756848
B2_propeller_inflow_angle_82cc3893,heldout,cpp,737,climbing_turn,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.0393921215756848
B2_atmosphere_gradient_fadeout_05b709c8,heldout,cpp,737,climbing_turn,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.0393921215756848
B_elevator_drag_8819410c,development,model,737,elev_doublet_distractor,10,10,0,False,True,1.505346456564234,accelerations/udot-ft_sec2,1.2977104705426006,True,1.0,1.0,0.0027994401119776
B_ground_effect_9c058118,development,model,737,elev_doublet_distractor,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1155768846230753
B_pqrdot_5ad2694c,development,cpp,737,elev_doublet_distractor,10,10,0,False,True,0.000218994229591,accelerations/rdot-rad_sec2,0.000185858660403,False,0.0,0.0,0.1155768846230753
B_turbine_windmill_2db8e408,development,cpp,737,elev_doublet_distractor,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1155768846230753
B2_turbine_throttle_init_c8af9244,heldout,cpp,737,elev_doublet_distractor,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1155768846230753
B2_turbine_thruster_inputs_20066483,heldout,cpp,737,elev_doublet_distractor,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1155768846230753
B2_wheel_spin_down_8a9fba1c,heldout,cpp,737,elev_doublet_distractor,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1155768846230753
B2_sensor_fail_stuck_f543d634,heldout,cpp,737,elev_doublet_distractor,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1155768846230753
B2_atmosphere_high_altitude_61f1e8c3,heldout,cpp,737,elev_doublet_distractor,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1155768846230753
B2_load_factor_sign_c3fa7d22,heldout,cpp,737,elev_doublet_distractor,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1155768846230753
B2_propeller_inflow_angle_82cc3893,heldout,cpp,737,elev_doublet_distractor,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1155768846230753
B2_atmosphere_gradient_fadeout_05b709c8,heldout,cpp,737,elev_doublet_distractor,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1155768846230753
B_elevator_drag_8819410c,development,model,737,engine_restart,10,10,0,False,True,2.3918444787568967,attitude/psi-rad,1.968160373589455,True,6.0,21.0,0.0001999600079984
B_ground_effect_9c058118,development,model,737,engine_restart,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,8.0,0.0143971205758848
B_pqrdot_5ad2694c,development,cpp,737,engine_restart,10,10,0,False,True,0.0176374187488366,accelerations/qdot-rad_sec2,0.016326296981874,False,0.0,8.0,0.0143971205758848
B_turbine_windmill_2db8e408,development,cpp,737,engine_restart,10,10,0,False,True,8.599342890202713,attitude/phi-rad,7.910440929496425,True,13.0,19.0,0.0001999600079984
B2_turbine_throttle_init_c8af9244,heldout,cpp,737,engine_restart,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,8.0,0.0143971205758848
B2_turbine_thruster_inputs_20066483,heldout,cpp,737,engine_restart,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,8.0,0.0143971205758848
B2_wheel_spin_down_8a9fba1c,heldout,cpp,737,engine_restart,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,8.0,0.0143971205758848
B2_sensor_fail_stuck_f543d634,heldout,cpp,737,engine_restart,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,8.0,0.0143971205758848
B2_atmosphere_high_altitude_61f1e8c3,heldout,cpp,737,engine_restart,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,8.0,0.0143971205758848
B2_load_factor_sign_c3fa7d22,heldout,cpp,737,engine_restart,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,8.0,0.0143971205758848
B2_propeller_inflow_angle_82cc3893,heldout,cpp,737,engine_restart,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,8.0,0.0143971205758848
B2_atmosphere_gradient_fadeout_05b709c8,heldout,cpp,737,engine_restart,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,8.0,0.0143971205758848
B_pqrdot_5ad2694c,development,cpp,787-8,cruise,10,10,0,False,True,35.656116474530755,accelerations/pdot-rad_sec2,35.97535068899575,True,2.0,2.0,0.0001999600079984
B_turbine_windmill_2db8e408,development,cpp,787-8,cruise,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.013997200559888
B2_turbine_throttle_init_c8af9244,heldout,cpp,787-8,cruise,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.013997200559888
B2_turbine_thruster_inputs_20066483,heldout,cpp,787-8,cruise,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.013997200559888
B2_wheel_spin_down_8a9fba1c,heldout,cpp,787-8,cruise,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.013997200559888
B2_sensor_fail_stuck_f543d634,heldout,cpp,787-8,cruise,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.013997200559888
B2_atmosphere_high_altitude_61f1e8c3,heldout,cpp,787-8,cruise,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.013997200559888
B2_load_factor_sign_c3fa7d22,heldout,cpp,787-8,cruise,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.013997200559888
B2_propeller_inflow_angle_82cc3893,heldout,cpp,787-8,cruise,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.013997200559888
B2_atmosphere_gradient_fadeout_05b709c8,heldout,cpp,787-8,cruise,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.013997200559888
B_pqrdot_5ad2694c,development,cpp,787-8,throttle_step,10,10,0,False,True,0.0063900084883421,accelerations/qdot-rad_sec2,0.0058465759723952,False,0.0,2.0,0.0421915616876624
B_turbine_windmill_2db8e408,development,cpp,787-8,throttle_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,2.0,0.0421915616876624
B2_turbine_throttle_init_c8af9244,heldout,cpp,787-8,throttle_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,2.0,0.0421915616876624
B2_turbine_thruster_inputs_20066483,heldout,cpp,787-8,throttle_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,2.0,0.0421915616876624
B2_wheel_spin_down_8a9fba1c,heldout,cpp,787-8,throttle_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,2.0,0.0421915616876624
B2_sensor_fail_stuck_f543d634,heldout,cpp,787-8,throttle_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,2.0,0.0421915616876624
B2_atmosphere_high_altitude_61f1e8c3,heldout,cpp,787-8,throttle_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,2.0,0.0421915616876624
B2_load_factor_sign_c3fa7d22,heldout,cpp,787-8,throttle_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,2.0,0.0421915616876624
B2_propeller_inflow_angle_82cc3893,heldout,cpp,787-8,throttle_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,2.0,0.0421915616876624
B2_atmosphere_gradient_fadeout_05b709c8,heldout,cpp,787-8,throttle_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,2.0,0.0421915616876624
