aircraft,manoeuvre,setting,fault,recall,precision,auc,base_score
737,elev_step,sig_lags_long,cmalpha_x0.7,0.3076923076923077,1.0,0.5555555555555556,0.6278210558160641
737,elev_step,sig_lags_long,clo_+0.1,0.38461538461538464,0.8333333333333334,0.811965811965812,0.6278210558160641
737,elev_step,sig_equal_width,inertia_x1.6,0.09090909090909091,1.0,,0.4209877476932384
737,elev_step,sig_equal_width,cmq_x0.5,0.23076923076923078,1.0,0.6239316239316239,0.4209877476932384
737,elev_step,sig_equal_width,cmalpha_x0.7,0.23076923076923078,0.75,0.20512820512820512,0.4209877476932384
737,elev_step,sig_equal_width,clo_+0.1,0.46153846153846156,0.8571428571428571,0.9145299145299145,0.4209877476932384
737,elev_step,sig_5hz,inertia_x1.6,0.09090909090909091,1.0,,0.6300588945937783
737,elev_step,sig_5hz,cmq_x0.5,0.15384615384615385,0.6666666666666666,0.6581196581196582,0.6300588945937783
737,elev_step,sig_5hz,cmalpha_x0.7,0.46153846153846156,1.0,0.641025641025641,0.6300588945937783
737,elev_step,sig_5hz,clo_+0.1,0.46153846153846156,1.0,0.7606837606837608,0.6300588945937783
737,elev_step,sig_2hz,inertia_x1.6,0.045454545454545456,1.0,,0.6282494365138992
737,elev_step,sig_2hz,cmq_x0.5,0.07692307692307693,1.0,0.7350427350427351,0.6282494365138992
737,elev_step,sig_2hz,cmalpha_x0.7,0.3076923076923077,1.0,0.6752136752136753,0.6282494365138992
737,elev_step,sig_2hz,clo_+0.1,0.5384615384615384,1.0,0.7350427350427351,0.6282494365138992
737,aileron_step,det_n10,inertia_x1.6,0.0,,,8.836004495259488
737,aileron_step,det_n10,cmq_x0.5,0.0,,0.46153846153846156,8.836004495259488
737,aileron_step,det_n10,cmalpha_x0.7,0.07692307692307693,1.0,0.46153846153846156,8.836004495259488
737,aileron_step,det_n10,clo_+0.1,0.38461538461538464,0.8333333333333334,0.6324786324786325,8.836004495259488
737,aileron_step,det_n20,inertia_x1.6,0.0,,,5.783963040165964
